,target-var,in-sample-accuracy,out-of-sample-accuracy,sma,rsi
808,29,0.5707317073170731,0.5663824604141291,10,10
809,30,0.5707317073170731,0.5663824604141291,10,10
810,1,0.5300813008130081,0.5298416565164433,10,14
811,2,0.5308943089430894,0.5639464068209501,10,14
812,3,0.8276422764227642,0.853836784409257,10,14
813,4,0.7878048780487805,0.758830694275274,10,14
814,5,0.5739837398373984,0.5566382460414129,10,14
815,6,0.5707317073170731,0.5517661388550548,10,14
816,7,0.540650406504065,0.5493300852618758,10,14
817,8,0.6113821138211382,0.6151035322777101,10,14
818,9,0.7268292682926829,0.7405602923264312,10,14
819,10,0.8357723577235773,0.8465286236297198,10,14
820,11,0.8276422764227642,0.853836784409257,10,14
821,12,0.7520325203252033,0.7539585870889159,10,14
822,13,0.5707317073170731,0.5517661388550548,10,14
823,14,0.9512195121951219,0.9585870889159561,10,14
824,15,0.7878048780487805,0.758830694275274,10,14
825,16,0.6796747967479675,0.6857490864799025,10,14
826,17,0.9227642276422764,0.904993909866017,10,14
827,18,0.5739837398373984,0.5566382460414129,10,14
828,19,0.5300813008130081,0.5298416565164433,10,14
829,20,0.5747967479674797,0.582216808769793,10,14
830,21,0.6658536585365854,0.6467722289890377,10,14
831,22,0.7658536585365854,0.7637028014616322,10,14
832,23,0.5747967479674797,0.582216808769793,10,14
833,24,0.5747967479674797,0.582216808769793,10,14
834,25,0.5747967479674797,0.582216808769793,10,14
835,26,0.5747967479674797,0.582216808769793,10,14
836,27,0.5691056910569106,0.5773447015834349,10,14
837,28,0.5691056910569106,0.5773447015834349,10,14
838,29,0.5691056910569106,0.5773447015834349,10,14
839,30,0.5691056910569106,0.5773447015834349,10,14
840,1,0.5522022838499184,0.511002444987775,10,21
841,2,0.5595432300163132,0.519559902200489,10,21
842,3,0.8450244698205547,0.8276283618581907,10,21
843,4,0.7699836867862969,0.784841075794621,10,21
844,5,0.5783034257748777,0.5537897310513448,10,21
845,6,0.5513866231647635,0.5635696821515892,10,21
846,7,0.5415986949429038,0.5366748166259169,10,21
847,8,0.598694942903752,0.5745721271393643,10,21
848,9,0.731647634584013,0.7334963325183375,10,21
849,10,0.8466557911908646,0.8312958435207825,10,21
850,11,0.8450244698205547,0.8276283618581907,10,21
851,12,0.7593800978792822,0.7396088019559902,10,21
852,13,0.5513866231647635,0.5635696821515892,10,21
853,14,0.9616639477977161,0.9425427872860636,10,21
854,15,0.7699836867862969,0.784841075794621,10,21
855,16,0.6810766721044046,0.676039119804401,10,21
856,17,0.9086460032626428,0.9266503667481663,10,21
857,18,0.5783034257748777,0.5537897310513448,10,21
858,19,0.5522022838499184,0.511002444987775,10,21
859,20,0.5725938009787929,0.5880195599022005,10,21
860,21,0.6623164763458401,0.6503667481662592,10,21
861,22,0.7805872756933115,0.7420537897310513,10,21
862,23,0.5889070146818923,0.5562347188264058,10,21
863,24,0.5889070146818923,0.5562347188264058,10,21
864,25,0.5889070146818923,0.5562347188264058,10,21
865,26,0.5889070146818923,0.5562347188264058,10,21
866,27,0.5905383360522023,0.5525672371638142,10,21
867,28,0.5905383360522023,0.5525672371638142,10,21
868,29,0.5905383360522023,0.5525672371638142,10,21
869,30,0.5905383360522023,0.5525672371638142,10,21
870,1,0.5335515548281505,0.5202453987730061,10,28
871,2,0.5392798690671031,0.5312883435582823,10,28
872,3,0.8338788870703764,0.8429447852760736,10,28
873,4,0.7806873977086743,0.7705521472392638,10,28
874,5,0.5499181669394435,0.5852760736196319,10,28
875,6,0.5286415711947627,0.5631901840490797,10,28
876,7,0.5343698854337152,0.5840490797546012,10,28
877,8,0.5720130932896891,0.5852760736196319,10,28
878,9,0.7495908346972177,0.7079754601226994,10,28
879,10,0.8346972176759411,0.849079754601227,10,28
880,11,0.8338788870703764,0.8429447852760736,10,28
881,12,0.7454991816693944,0.7607361963190185,10,28
882,13,0.5286415711947627,0.5631901840490797,10,28
883,14,0.9549918166939444,0.9521472392638037,10,28
884,15,0.7806873977086743,0.7705521472392638,10,28
885,16,0.693126022913257,0.656441717791411,10,28
886,17,0.9247135842880524,0.901840490797546,10,28
887,18,0.5499181669394435,0.5852760736196319,10,28
888,19,0.5335515548281505,0.5202453987730061,10,28
889,20,0.5548281505728314,0.5717791411042945,10,28
890,21,0.6702127659574468,0.6392638036809816,10,28
891,22,0.7569558101472995,0.7766871165644171,10,28
892,23,0.5531914893617021,0.5766871165644172,10,28
893,24,0.5531914893617021,0.5766871165644172,10,28
894,25,0.5531914893617021,0.5766871165644172,10,28
895,26,0.5531914893617021,0.5766871165644172,10,28
896,27,0.5450081833060556,0.5803680981595092,10,28
897,28,0.5450081833060556,0.5803680981595092,10,28
898,29,0.5450081833060556,0.5803680981595092,10,28
899,30,0.5450081833060556,0.5803680981595092,10,28
900,1,0.5227642276422764,0.535931790499391,12,9
901,2,0.5292682926829269,0.5602923264311814,12,9
902,3,0.8276422764227642,0.853836784409257,12,9
903,4,0.7878048780487805,0.758830694275274,12,9
904,5,0.5983739837398374,0.5785627283800243,12,9
905,6,0.5666666666666667,0.5566382460414129,12,9
906,7,0.5382113821138211,0.5542021924482339,12,9
907,8,0.6365853658536585,0.6163215590742996,12,9
908,9,0.7268292682926829,0.7405602923264312,12,9
909,10,0.8357723577235773,0.8465286236297198,12,9
910,11,0.8276422764227642,0.853836784409257,12,9
911,12,0.7528455284552845,0.7551766138855055,12,9
912,13,0.5666666666666667,0.5566382460414129,12,9
913,14,0.9512195121951219,0.9585870889159561,12,9
914,15,0.7878048780487805,0.758830694275274,12,9
915,16,0.691869918699187,0.6845310596833131,12,9
916,17,0.9227642276422764,0.904993909866017,12,9
917,18,0.5983739837398374,0.5785627283800243,12,9
918,19,0.5227642276422764,0.535931790499391,12,9
919,20,0.5983739837398374,0.5907429963459196,12,9
920,21,0.6658536585365854,0.6467722289890377,12,9
921,22,0.7658536585365854,0.7637028014616322,12,9
922,23,0.5967479674796748,0.5895249695493301,12,9
923,24,0.5967479674796748,0.5895249695493301,12,9
924,25,0.5967479674796748,0.5895249695493301,12,9
925,26,0.5967479674796748,0.5895249695493301,12,9
926,27,0.5723577235772358,0.5676004872107187,12,9
927,28,0.5723577235772358,0.5676004872107187,12,9
928,29,0.5723577235772358,0.5676004872107187,12,9
929,30,0.5723577235772358,0.5676004872107187,12,9
930,1,0.524390243902439,0.5286236297198539,12,10
931,2,0.532520325203252,0.5651644336175395,12,10
932,3,0.8276422764227642,0.853836784409257,12,10
933,4,0.7878048780487805,0.758830694275274,12,10
934,5,0.5934959349593496,0.5785627283800243,12,10
935,6,0.5601626016260163,0.5554202192448234,12,10
936,7,0.5414634146341464,0.5505481120584653,12,10
937,8,0.6308943089430894,0.6199756394640682,12,10
938,9,0.7268292682926829,0.7405602923264312,12,10
939,10,0.8357723577235773,0.8465286236297198,12,10
940,11,0.8276422764227642,0.853836784409257,12,10
941,12,0.7528455284552845,0.7527405602923264,12,10
942,13,0.5601626016260163,0.5554202192448234,12,10
943,14,0.9512195121951219,0.9585870889159561,12,10
944,15,0.7878048780487805,0.758830694275274,12,10
945,16,0.6853658536585366,0.6881851400730816,12,10
946,17,0.9227642276422764,0.904993909866017,12,10
947,18,0.5934959349593496,0.5785627283800243,12,10
948,19,0.524390243902439,0.5286236297198539,12,10
949,20,0.5983739837398374,0.5919610231425091,12,10
950,21,0.6658536585365854,0.6467722289890377,12,10
951,22,0.7658536585365854,0.7637028014616322,12,10
952,23,0.591869918699187,0.5834348355663824,12,10
953,24,0.591869918699187,0.5834348355663824,12,10
954,25,0.591869918699187,0.5834348355663824,12,10
955,26,0.591869918699187,0.5834348355663824,12,10
956,27,0.5707317073170731,0.5663824604141291,12,10
957,28,0.5707317073170731,0.5663824604141291,12,10
958,29,0.5707317073170731,0.5663824604141291,12,10
959,30,0.5707317073170731,0.5663824604141291,12,10
960,1,0.5227642276422764,0.5274056029232643,12,14
961,2,0.5308943089430894,0.5627283800243605,12,14
962,3,0.8276422764227642,0.853836784409257,12,14
963,4,0.7878048780487805,0.758830694275274,12,14
964,5,0.5747967479674797,0.5566382460414129,12,14
965,6,0.5699186991869919,0.5517661388550548,12,14
966,7,0.540650406504065,0.5493300852618758,12,14
967,8,0.6113821138211382,0.6151035322777101,12,14
968,9,0.7268292682926829,0.7405602923264312,12,14
969,10,0.8357723577235773,0.8465286236297198,12,14
970,11,0.8276422764227642,0.853836784409257,12,14
971,12,0.7520325203252033,0.7539585870889159,12,14
972,13,0.5699186991869919,0.5517661388550548,12,14
973,14,0.9512195121951219,0.9585870889159561,12,14
974,15,0.7878048780487805,0.758830694275274,12,14
975,16,0.6796747967479675,0.6857490864799025,12,14
976,17,0.9227642276422764,0.904993909866017,12,14
977,18,0.5747967479674797,0.5566382460414129,12,14
978,19,0.5227642276422764,0.5274056029232643,12,14
979,20,0.5756097560975609,0.582216808769793,12,14
980,21,0.6658536585365854,0.6467722289890377,12,14
981,22,0.7658536585365854,0.7637028014616322,12,14
982,23,0.5747967479674797,0.582216808769793,12,14
983,24,0.5747967479674797,0.582216808769793,12,14
984,25,0.5747967479674797,0.582216808769793,12,14
985,26,0.5747967479674797,0.582216808769793,12,14
986,27,0.5691056910569106,0.5761266747868453,12,14
987,28,0.5691056910569106,0.5761266747868453,12,14
988,29,0.5691056910569106,0.5761266747868453,12,14
989,30,0.5691056910569106,0.5761266747868453,12,14
990,1,0.5513866231647635,0.511002444987775,12,21
991,2,0.5595432300163132,0.519559902200489,12,21
992,3,0.8450244698205547,0.8276283618581907,12,21
993,4,0.7699836867862969,0.784841075794621,12,21
994,5,0.5799347471451876,0.5562347188264058,12,21
995,6,0.5513866231647635,0.5647921760391198,12,21
996,7,0.5464926590538336,0.5342298288508558,12,21
997,8,0.5995106035889071,0.5745721271393643,12,21
998,9,0.731647634584013,0.7334963325183375,12,21
999,10,0.8466557911908646,0.8312958435207825,12,21
1000,11,0.8450244698205547,0.8276283618581907,12,21
1001,12,0.7593800978792822,0.7396088019559902,12,21
1002,13,0.5513866231647635,0.5647921760391198,12,21
1003,14,0.9616639477977161,0.9425427872860636,12,21
1004,15,0.7699836867862969,0.784841075794621,12,21
1005,16,0.6810766721044046,0.676039119804401,12,21
1006,17,0.9086460032626428,0.9266503667481663,12,21
1007,18,0.5799347471451876,0.5562347188264058,12,21
1008,19,0.5513866231647635,0.511002444987775,12,21
1009,20,0.5725938009787929,0.5880195599022005,12,21
1010,21,0.6623164763458401,0.6503667481662592,12,21
1011,22,0.7805872756933115,0.7420537897310513,12,21
1012,23,0.5872756933115824,0.5562347188264058,12,21
1013,24,0.5872756933115824,0.5562347188264058,12,21
1014,25,0.5872756933115824,0.5562347188264058,12,21
1015,26,0.5872756933115824,0.5562347188264058,12,21
1016,27,0.5897226753670473,0.5525672371638142,12,21
1017,28,0.5897226753670473,0.5525672371638142,12,21
1018,29,0.5897226753670473,0.5525672371638142,12,21
1019,30,0.5897226753670473,0.5525672371638142,12,21
1020,1,0.5310965630114566,0.5214723926380368,12,28
1021,2,0.5409165302782324,0.5325153374233129,12,28
1022,3,0.8338788870703764,0.8429447852760736,12,28
1023,4,0.7806873977086743,0.7705521472392638,12,28
1024,5,0.5507364975450082,0.5877300613496933,12,28
1025,6,0.5286415711947627,0.5631901840490797,12,28
1026,7,0.5343698854337152,0.5840490797546012,12,28
1027,8,0.5703764320785597,0.5852760736196319,12,28
1028,9,0.7495908346972177,0.7079754601226994,12,28
1029,10,0.8346972176759411,0.849079754601227,12,28
1030,11,0.8338788870703764,0.8429447852760736,12,28
1031,12,0.7454991816693944,0.7607361963190185,12,28
1032,13,0.5286415711947627,0.5631901840490797,12,28
1033,14,0.9549918166939444,0.9521472392638037,12,28
1034,15,0.7806873977086743,0.7705521472392638,12,28
1035,16,0.693126022913257,0.656441717791411,12,28
1036,17,0.9247135842880524,0.901840490797546,12,28
1037,18,0.5507364975450082,0.5877300613496933,12,28
1038,19,0.5310965630114566,0.5214723926380368,12,28
1039,20,0.5540098199672667,0.5717791411042945,12,28
1040,21,0.6702127659574468,0.6392638036809816,12,28
1041,22,0.7569558101472995,0.7766871165644171,12,28
1042,23,0.5531914893617021,0.5766871165644172,12,28
1043,24,0.5531914893617021,0.5766871165644172,12,28
1044,25,0.5531914893617021,0.5766871165644172,12,28
1045,26,0.5531914893617021,0.5766871165644172,12,28
1046,27,0.544189852700491,0.5815950920245399,12,28
1047,28,0.544189852700491,0.5815950920245399,12,28
1048,29,0.544189852700491,0.5815950920245399,12,28
1049,30,0.544189852700491,0.5815950920245399,12,28
1050,1,0.5341463414634147,0.5274056029232643,15,9
1051,2,0.5300813008130081,0.5578562728380024,15,9
1052,3,0.8276422764227642,0.853836784409257,15,9
1053,4,0.7878048780487805,0.758830694275274,15,9
1054,5,0.5983739837398374,0.5797807551766139,15,9
1055,6,0.567479674796748,0.5566382460414129,15,9
1056,7,0.5373983739837398,0.5542021924482339,15,9
1057,8,0.6365853658536585,0.6187576126674786,15,9
1058,9,0.7268292682926829,0.7405602923264312,15,9
1059,10,0.8357723577235773,0.8465286236297198,15,9
1060,11,0.8276422764227642,0.853836784409257,15,9
1061,12,0.7528455284552845,0.7539585870889159,15,9
1062,13,0.567479674796748,0.5566382460414129,15,9
1063,14,0.9512195121951219,0.9585870889159561,15,9
1064,15,0.7878048780487805,0.758830694275274,15,9
1065,16,0.6910569105691057,0.6845310596833131,15,9
1066,17,0.9227642276422764,0.904993909866017,15,9
1067,18,0.5983739837398374,0.5797807551766139,15,9
1068,19,0.5341463414634147,0.5274056029232643,15,9
1069,20,0.5975609756097561,0.5907429963459196,15,9
1070,21,0.6658536585365854,0.6467722289890377,15,9
1071,22,0.7658536585365854,0.7637028014616322,15,9
1072,23,0.5967479674796748,0.5895249695493301,15,9
1073,24,0.5967479674796748,0.5895249695493301,15,9
1074,25,0.5967479674796748,0.5895249695493301,15,9
1075,26,0.5967479674796748,0.5895249695493301,15,9
1076,27,0.5715447154471545,0.5676004872107187,15,9
1077,28,0.5715447154471545,0.5676004872107187,15,9
1078,29,0.5715447154471545,0.5676004872107187,15,9
1079,30,0.5715447154471545,0.5676004872107187,15,9
1080,1,0.5252032520325203,0.5286236297198539,15,10
1081,2,0.5317073170731708,0.5651644336175395,15,10
1082,3,0.8276422764227642,0.853836784409257,15,10
1083,4,0.7878048780487805,0.758830694275274,15,10
1084,5,0.5926829268292683,0.5785627283800243,15,10
1085,6,0.5617886178861788,0.5566382460414129,15,10
1086,7,0.5414634146341464,0.5493300852618758,15,10
1087,8,0.6317073170731707,0.6199756394640682,15,10
1088,9,0.7268292682926829,0.7405602923264312,15,10
1089,10,0.8357723577235773,0.8465286236297198,15,10
1090,11,0.8276422764227642,0.853836784409257,15,10
1091,12,0.7528455284552845,0.7539585870889159,15,10
1092,13,0.5617886178861788,0.5566382460414129,15,10
1093,14,0.9512195121951219,0.9585870889159561,15,10
1094,15,0.7878048780487805,0.758830694275274,15,10
1095,16,0.6853658536585366,0.6881851400730816,15,10
1096,17,0.9227642276422764,0.904993909866017,15,10
1097,18,0.5926829268292683,0.5785627283800243,15,10
1098,19,0.5252032520325203,0.5286236297198539,15,10
1099,20,0.5983739837398374,0.5907429963459196,15,10
1100,21,0.6658536585365854,0.6467722289890377,15,10
1101,22,0.7658536585365854,0.7637028014616322,15,10
1102,23,0.591869918699187,0.5834348355663824,15,10
1103,24,0.591869918699187,0.5834348355663824,15,10
1104,25,0.591869918699187,0.5834348355663824,15,10
1105,26,0.591869918699187,0.5834348355663824,15,10
1106,27,0.5707317073170731,0.5663824604141291,15,10
1107,28,0.5707317073170731,0.5663824604141291,15,10
1108,29,0.5707317073170731,0.5663824604141291,15,10
1109,30,0.5707317073170731,0.5663824604141291,15,10
1110,1,0.5235772357723577,0.5286236297198539,15,14
1111,2,0.5292682926829269,0.561510353227771,15,14
1112,3,0.8276422764227642,0.853836784409257,15,14
1113,4,0.7878048780487805,0.758830694275274,15,14
1114,5,0.5747967479674797,0.5578562728380024,15,14
1115,6,0.5699186991869919,0.5505481120584653,15,14
1116,7,0.540650406504065,0.5481120584652862,15,14
1117,8,0.6097560975609756,0.6151035322777101,15,14
1118,9,0.7268292682926829,0.7405602923264312,15,14
1119,10,0.8357723577235773,0.8465286236297198,15,14
1120,11,0.8276422764227642,0.853836784409257,15,14
1121,12,0.751219512195122,0.7539585870889159,15,14
1122,13,0.5699186991869919,0.5505481120584653,15,14
1123,14,0.9512195121951219,0.9585870889159561,15,14
1124,15,0.7878048780487805,0.758830694275274,15,14
1125,16,0.6796747967479675,0.6857490864799025,15,14
1126,17,0.9227642276422764,0.904993909866017,15,14
1127,18,0.5747967479674797,0.5578562728380024,15,14
1128,19,0.5235772357723577,0.5286236297198539,15,14
1129,20,0.5747967479674797,0.582216808769793,15,14
1130,21,0.6658536585365854,0.6467722289890377,15,14
1131,22,0.7658536585365854,0.7637028014616322,15,14
1132,23,0.5747967479674797,0.582216808769793,15,14
1133,24,0.5747967479674797,0.582216808769793,15,14
1134,25,0.5747967479674797,0.582216808769793,15,14
1135,26,0.5747967479674797,0.582216808769793,15,14
1136,27,0.5682926829268292,0.5773447015834349,15,14
1137,28,0.5682926829268292,0.5773447015834349,15,14
1138,29,0.5682926829268292,0.5773447015834349,15,14
1139,30,0.5682926829268292,0.5773447015834349,15,14
1140,1,0.5513866231647635,0.5122249388753056,15,21
1141,2,0.5595432300163132,0.519559902200489,15,21
1142,3,0.8450244698205547,0.8276283618581907,15,21
1143,4,0.7699836867862969,0.784841075794621,15,21
1144,5,0.5799347471451876,0.5574572127139364,15,21
1145,6,0.5513866231647635,0.5635696821515892,15,21
1146,7,0.5424143556280587,0.5366748166259169,15,21
1147,8,0.5995106035889071,0.5745721271393643,15,21
1148,9,0.731647634584013,0.7334963325183375,15,21
1149,10,0.8466557911908646,0.8312958435207825,15,21
1150,11,0.8450244698205547,0.8276283618581907,15,21
1151,12,0.7593800978792822,0.7396088019559902,15,21
1152,13,0.5513866231647635,0.5635696821515892,15,21
1153,14,0.9616639477977161,0.9425427872860636,15,21
1154,15,0.7699836867862969,0.784841075794621,15,21
1155,16,0.6810766721044046,0.676039119804401,15,21
1156,17,0.9086460032626428,0.9266503667481663,15,21
1157,18,0.5799347471451876,0.5574572127139364,15,21
1158,19,0.5513866231647635,0.5122249388753056,15,21
1159,20,0.5725938009787929,0.5880195599022005,15,21
1160,21,0.6623164763458401,0.6503667481662592,15,21
1161,22,0.7805872756933115,0.7420537897310513,15,21
1162,23,0.5880913539967374,0.5550122249388753,15,21
1163,24,0.5880913539967374,0.5550122249388753,15,21
1164,25,0.5880913539967374,0.5550122249388753,15,21
1165,26,0.5880913539967374,0.5550122249388753,15,21
1166,27,0.5889070146818923,0.5513447432762836,15,21
1167,28,0.5889070146818923,0.5513447432762836,15,21
1168,29,0.5889070146818923,0.5513447432762836,15,21
1169,30,0.5889070146818923,0.5513447432762836,15,21
1170,1,0.532733224222586,0.5214723926380368,15,28
1171,2,0.5400981996726678,0.5325153374233129,15,28
1172,3,0.8338788870703764,0.8429447852760736,15,28
1173,4,0.7806873977086743,0.7705521472392638,15,28
1174,5,0.5499181669394435,0.5877300613496933,15,28
1175,6,0.5270049099836334,0.561963190184049,15,28
1176,7,0.5343698854337152,0.5840490797546012,15,28
1177,8,0.5711947626841244,0.5865030674846625,15,28
1178,9,0.7495908346972177,0.7079754601226994,15,28
1179,10,0.8346972176759411,0.849079754601227,15,28
1180,11,0.8338788870703764,0.8429447852760736,15,28
1181,12,0.7454991816693944,0.7607361963190185,15,28
1182,13,0.5270049099836334,0.561963190184049,15,28
1183,14,0.9549918166939444,0.9521472392638037,15,28
1184,15,0.7806873977086743,0.7705521472392638,15,28
1185,16,0.693126022913257,0.656441717791411,15,28
1186,17,0.9247135842880524,0.901840490797546,15,28
1187,18,0.5499181669394435,0.5877300613496933,15,28
1188,19,0.532733224222586,0.5214723926380368,15,28
1189,20,0.5548281505728314,0.5693251533742332,15,28
1190,21,0.6702127659574468,0.6392638036809816,15,28
1191,22,0.7569558101472995,0.7766871165644171,15,28
1192,23,0.5531914893617021,0.5754601226993865,15,28
1193,24,0.5531914893617021,0.5754601226993865,15,28
1194,25,0.5531914893617021,0.5754601226993865,15,28
1195,26,0.5531914893617021,0.5754601226993865,15,28
1196,27,0.5474631751227496,0.5815950920245399,15,28
1197,28,0.5474631751227496,0.5815950920245399,15,28
1198,29,0.5474631751227496,0.5815950920245399,15,28
1199,30,0.5474631751227496,0.5815950920245399,15,28
